k1,k2,k3,k4,o1,o2,o3,o4,o5,o6
0.05,0.05,0.03,0.1,782.9333333,1429.2,532.2333333,44209.25517,13054.74023,14254.36552
0.05,0.05,0.03,0.3,1294.8,590.2,706.0666667,93624.28276,45713.84138,25429.74483
0.05,0.05,0.035,0.03,1352.533333,2052.333333,393.5,58345.50575,36454.58621,946.9655172
0.05,0.05,0.035,0.1,1305,1639.933333,639.7666667,81760,35674.27586,3644.949425
0.05,0.05,0.035,0.3,4232.333333,508.8,578.4333333,-856279.1379,-1016754.08,159020.7793
0.05,0.05,0.04,0.03,3748.9,1523.7,352.2333333,-2566334.893,-532047.4931,191423.4172
0.05,0.05,0.04,0.1,4392.133333,1102.8,460.6,-2268804.972,-893762.669,265057.9517
0.05,0.05,0.04,0.3,5992.8,316.5666667,353.0666667,-994565.2276,-1057720.434,196366.9954
0.05,0.05,0.045,0.03,7667.333333,359.0333333,112.3,-1473695.149,-382825.8966,146813.5759
0.05,0.05,0.045,0.1,6592.533333,575.4,251.7,-2120811.428,-905585.3517,247165.469
0.05,0.05,0.045,0.3,7946.833333,100.3333333,136.4,-369754.8736,-463019.1379,74584.55172
0.05,0.05,0.05,0.03,8773.766667,79.23333333,32.16666667,-462333.1506,-125262.477,38365.16667
0.05,0.05,0.05,0.1,8638.933333,166.8,95.5,-725601.1172,-372198.2069,131695.6552
0.05,0.05,0.05,0.3,9128.6,3.633333333,17.26666667,-9729.565517,-22045.06207,844.6873563
0.05,0.05,0.055,0.03,9256.833333,64.3,32.63333333,-386121.5,-145473.3046,46187.35517
0.05,0.05,0.055,0.1,9551.633333,0,8.066666667,0,-211.4574713,0
0.05,0.05,0.055,0.3,9558.266667,0,7.8,0,-987.7724138,0
0.05,0.05,0.06,0.03,9736.966667,0,7.7,0,-465.1482759,0
0.05,0.05,0.06,0.1,9721.833333,0,7.2,0,-870.7241379,0
0.05,0.05,0.06,0.3,9729.133333,0,7.166666667,0,-403.2298851,0
0.05,0.055,0.03,0.03,671.9,1911.6,377.0333333,71930.78621,27287.96897,7181.737931
0.05,0.055,0.03,0.1,1064,1439.8,618.8,105006.6207,54434.48276,12209.88966
0.05,0.055,0.03,0.3,1946.566667,600.6333333,757.8333333,-80660.44023,-121441.0402,41307.41954
0.05,0.055,0.035,0.03,1772.733333,1904.566667,400.4666667,-823037.7747,-162522.8368,51724.03678
0.05,0.055,0.035,0.1,2205.833333,1517,650.8666667,-169075.6897,-63007.85057,40638.03448
0.05,0.055,0.035,0.3,5118.4,395.7333333,478.6333333,-921100.8897,-1136416.09,179473.7609
0.05,0.055,0.04,0.03,4632.266667,1390.233333,346.3,-2851380.03,-678241.2552,237185.4103
0.05,0.055,0.04,0.1,5821.133333,702.1333333,340.9,-2353078.639,-1085626.503,295754.4966
0.05,0.055,0.04,0.3,7937.3,52.36666667,80.83333333,-279635.8724,-357238.7414,50917.27011
0.05,0.055,0.045,0.03,7752.733333,396.9666667,128.4333333,-1983955.63,-578742.1218,191301.7046
0.05,0.055,0.045,0.1,8065.433333,269.9333333,126.2,-1116069.349,-500795.4345,157907.6
0.05,0.055,0.045,0.3,7844.733333,124.3333333,145.0666667,-564956.2874,-577777.0161,106740.1149
0.05,0.055,0.05,0.03,8979.933333,132.2,43.7,-815946.4,-218022.7103,68322.78621
0.05,0.055,0.05,0.1,8824.8,107.5,62.23333333,-533301.5517,-260083.8828,79949.98276
0.05,0.055,0.05,0.3,9457.1,0,7.466666667,0,-552.0137931,0
0.05,0.055,0.055,0.03,9619.366667,0,8.533333333,0,-948.0988506,0
0.05,0.055,0.055,0.1,9560.333333,0,6.866666667,0,-880.091954,0
0.05,0.055,0.055,0.3,9791.533333,0,7.1,0,-752.9862069,0
0.05,0.055,0.06,0.03,9815,0,6.7,0,-329.6206897,0
0.05,0.055,0.06,0.1,9901.033333,0,6.833333333,0,-299.1666667,0
0.05,0.055,0.06,0.3,9937.8,0,6.1,0,-213.6,0
0.05,0.06,0.03,0.03,977.1666667,1919.433333,399,73840.16667,31377.2069,6628
0.05,0.06,0.03,0.1,1207.6,1482.366667,651.5,125162.531,36317.37931,8718.568966
0.05,0.06,0.03,0.3,3098.833333,488.0666667,700.2,-314372.1609,-544261.8966,91945.88276
0.05,0.06,0.035,0.03,2483.133333,1881.333333,417.8666667,-1351582.805,-269354.6713,86008.3908
0.05,0.06,0.035,0.1,3697.466667,1138.566667,492.6666667,-2163775.343,-905222.4943,235987.9885
0.05,0.06,0.035,0.3,4821.066667,430.2,562.3333333,-914697.531,-1211111.23,185390.2069
0.05,0.06,0.04,0.03,7174.766667,585.4,170.9,-2421893.386,-637097.8862,227399.5931
0.05,0.06,0.04,0.1,6214.9,599.1333333,304.2666667,-2433393.124,-1171670.869,305237.4115
0.05,0.06,0.04,0.3,7874.4,77.96666667,109.6333333,-246107.2621,-348631.2966,54277.78046
0.05,0.06,0.045,0.03,8678.766667,133.0333333,55.5,-595331.4402,-199110.2931,81481.08621
0.05,0.06,0.045,0.1,8668.8,31.03333333,29.76666667,-83121.95862,-51145.56552,7862.732184
0.05,0.06,0.045,0.3,8780.766667,34,51.03333333,-156122.1379,-189100.7851,41080.2069
0.05,0.06,0.05,0.03,8833,277.3333333,78.93333333,-1256182.724,-316959.5862,128383.5402
0.05,0.06,0.05,0.1,9418.166667,0,8.4,0,-909.5172414,0
0.05,0.06,0.05,0.3,9487.633333,0,8.266666667,0,-868.1402299,0
0.05,0.06,0.055,0.03,9566.666667,0,7.233333333,0,-573.9885057,0
0.05,0.06,0.055,0.1,9645.6,0.1,8.166666667,-101.5103448,-1287.068966,0.431034483
0.05,0.06,0.055,0.3,9896.433333,0,6.3,0,-550.1,0
0.05,0.06,0.06,0.03,9976.3,0,5.666666667,0,-286.9655172,0
0.05,0.06,0.06,0.1,9953.6,0,5.866666667,0,-149.6068966,0
0.05,0.06,0.06,0.3,10004.06667,0,6.033333333,0,-469.1402299,0
0.055,0.02,0.03,0.03,131.6,1630.2,151.4,38820.63448,1698.924138,3725.227586
0.055,0.02,0.03,0.1,142.9,1433.566667,258.8,44405.23103,4694.565517,14085.15172
0.055,0.02,0.03,0.3,245.5666667,848.4,423.6666667,15621.76552,4642.505747,16053
0.055,0.02,0.035,0.03,244.5,1922.933333,187.9333333,42149.86207,4094.310345,8406.96092
0.055,0.02,0.035,0.1,239.0666667,1633.6,293.2666667,20512.71724,3192.912644,5785.213793
0.055,0.02,0.035,0.3,488.9666667,1052.066667,493.2666667,55626.62299,15014.52644,15881.6023
0.055,0.02,0.04,0.03,525.6333333,2079.266667,222.8333333,38670.75632,5016.936782,1976.735632
0.055,0.02,0.04,0.1,459.7666667,1807.933333,338.8,10890.01839,5984.882759,2646.77931
0.055,0.02,0.04,0.3,739.7666667,1178.766667,572.0666667,59094.08161,15357.32644,11743.49885
0.055,0.02,0.045,0.03,814.7333333,2199.266667,264.3,33600.10805,9210.910345,1575.434483
0.055,0.02,0.045,0.1,863.3666667,1883.833333,381.3,87721.92529,18967.88621,7736.258621
0.055,0.02,0.045,0.3,1154.633333,1317.533333,628.4666667,65085.65057,16368.14253,8363.018391
0.055,0.02,0.05,0.03,1046.2,2174.966667,314.5666667,28037.0069,18760.33103,2028.26092
0.055,0.02,0.05,0.1,1060.433333,1940,432.4333333,32771.65517,15598.9092,416.0689655
0.055,0.02,0.05,0.3,1534.166667,1416.766667,690.4,47684.45402,28506.06897,7846.958621
0.055,0.02,0.055,0.03,1510.133333,2209.833333,351.6333333,20893.57471,9412.809195,-603.5804598
0.055,0.02,0.055,0.106666667,2079.433333,1898.166667,490.3,-424677.1782,-90569.82414,27088.46552
0.055,0.02,0.055166667,0.291,2303.133333,1481.8,734.3666667,54629.95862,20116.25977,-4969.096552
0.055,0.02,0.06,0.032333333,3313.2,1799.7,361.6,-1775513.766,-311634.1241,114656.3931
0.055,0.02,0.06,0.106666667,3245.2,1860.933333,487.6333333,-640484.9517,-161152.8207,49899.42299
0.055,0.020166667,0.059,0.291,3895.166667,1252.566667,669.8,-757166.8218,-372055.1724,139257.8414
0.055,0.025,0.03,0.032333333,143.3333333,1543.7,170.4333333,32296.72414,2867.195402,4502.617241
0.055,0.025,0.03,0.106666667,229.0333333,1360.433333,303.4666667,37279.64023,5731.225287,6427.377011
0.055,0.025,0.030166667,0.291,349.3333333,791,456.6333333,43064.75862,6413.574713,5683.689655
0.055,0.025,0.035,0.032333333,316.4666667,1944.033333,213.3333333,15805.25977,-359.6436782,2006.712644
0.055,0.025,0.035,0.106666667,401.9,1604.4,376.7,37061.24828,2602.141379,-135.6344828
0.055,0.025,0.035166667,0.291,573.9,880.8,525.4333333,26470.73793,21580.56207,11129.26207
0.055,0.025,0.04,0.032333333,589.8666667,2046.5,244.0666667,37416.44828,1275.457471,394.5172414
0.055,0.025,0.04,0.106666667,710.1,1696.333333,413,50837.34483,16712.72414,3610.586207
0.055,0.025,0.040166667,0.291,1109.866667,1201.8,642.1333333,32178.24828,19868.70805,-4391.110345
0.055,0.025,0.045,0.032333333,861.5666667,2101.7,293.4,24578.83103,13107.93793,621.8827586
0.055,0.025,0.045,0.106666667,1058.366667,1804.3,454.1,52973.81724,55519.82414,-1934.341379
0.055,0.025,0.045166667,0.291,1184.533333,1235.3,706.2,121851.5586,10202.23448,-3017.165517
0.055,0.025,0.05,0.032333333,1845.633333,2094.033333,343.8666667,-355371.9874,-12583.18851,23033.62529
0.055,0.025,0.05,0.106666667,1797.933333,1876.533333,516.2333333,-26673.54943,37956.98161,-7146.68046
0.055,0.025,0.050166667,0.291,2422.566667,1326.266667,773.0333333,-268475.5356,-179701.054,23376.92184
0.055,0.025,0.055,0.032333333,2958.833333,1914.233333,389.4333333,-1208810.132,-216250.3736,76852.13678
0.055,0.025,0.055,0.106666667,2764.2,1777.6,548.7,-797588.331,-215683.5931,60336.08276
0.055,0.025,0.055166667,0.291,3563.733333,1178.933333,689.3666667,-835372.3287,-474768.3126,117739.8874
0.055,0.025,0.06,0.032333333,5226.333333,1349.1,296.8,-2793131.517,-518598.2759,217173.1241
0.055,0.025,0.06,0.106666667,5111.366667,1176.166667,400.4333333,-2009178.339,-644930.8195,260996.9598
0.055,0.025166667,0.059,0.291,5080.433333,899.1333333,535.6,-1770929.094,-901902.4414,253890.0897
0.055,0.03,0.03,0.032333333,286,1787.166667,217.6333333,50078.2069,4595.482759,7208.649425
0.055,0.03,0.03,0.106666667,263.7666667,1310.966667,341.1666667,11393.26782,5849.488506,3878.074713
0.055,0.03,0.030166667,0.291,436.6333333,652.1,488.7,34789.62414,9084.989655,1879.375862
0.055,0.03,0.035,0.032333333,398.9666667,1823.9,239.8666667,77983.65172,10568.02989,9565.503448
0.055,0.03,0.035,0.106666667,520.6,1561.7,399.1333333,58822.04828,9171.572414,-2233.717241
0.055,0.03,0.035166667,0.291,831.7666667,886.3,606.6,62224.24483,47087.11034,19136.05517
0.055,0.03,0.04,0.032333333,770.1666667,2003.966667,298.1333333,76430.21264,10289.42529,3271.935632
0.055,0.03,0.04,0.106666667,825.8666667,1711.033333,468.5,52631.90115,24434.31034,-4269.051724
0.055,0.03,0.040166667,0.291,1193.866667,1021.266667,683.7,15823.10575,29391.4069,12875.18621
0.055,0.03,0.045,0.032333333,1201.066667,2158.533333,352.3333333,26537.51494,20787.63218,7.436781609
0.055,0.03,0.045,0.106666667,1699.5,1710.233333,514.3333333,-284894.7759,-82061.24138,24031.6092
0.055,0.03,0.045166667,0.291,2017.433333,1170.166667,754.5,-168755.4885,-157384.8103,19686.91379
0.055,0.03,0.05,0.032333333,2263.766667,1992.866667,397.3666667,-876123.2391,-153850.877,53099.25747
0.055,0.03,0.05,0.106666667,2483.966667,1674.866667,524.4333333,-946554.7632,-263592.2954,92764.37011
0.055,0.03,0.050166667,0.291,3614.933333,1047.7,704.9333333,-861386.8483,-649783.2805,135283.9448
0.055,0.03,0.055,0.032333333,4040.566667,1621.133333,381.9666667,-2250323.389,-497736.9115,186011.108
0.055,0.03,0.055,0.106666667,4269.3,1288,463.8,-2173127.379,-757998.6621,227792.7931
0.055,0.03,0.055166667,0.291,5599.966667,742.4,516.0666667,-1533604.986,-1042492.687,266727.6276
0.055,0.03,0.06,0.032333333,6032.2,1045.066667,284.2666667,-2415788.531,-586464.469,235418.0161
0.055,0.03,0.06,0.106666667,6871.933333,614.2666667,229.1333333,-2217406.326,-764555.646,267129.8943
0.055,0.030166667,0.059,0.291,7251.233333,265.8,186.1,-1177991.021,-619319.6448,141817.5034
0.055,0.035,0.03,0.032333333,235.9333333,1671.633333,235,59857.11264,9157.310345,16787.10345
0.055,0.035,0.03,0.106666667,427.5,1340.866667,377.1666667,68044.17241,23165.94828,15593.02299
0.055,0.035,0.030166667,0.291,574.1,578.3,503.2666667,45000.00345,22266.76552,8415.848276
0.055,0.035,0.035,0.032333333,557.0333333,1935.8,280.1666667,69540.86897,12623.3046,6900.931034
0.055,0.035,0.035,0.106666667,666.2666667,1508.933333,445.2,115291.3977,23404.53103,13617.94483
0.055,0.035,0.035166667,0.291,897.9666667,859.7,659.0666667,15571.57586,17653.65747,2864.02069
0.055,0.035,0.04,0.032333333,880.2666667,2068.666667,335.1333333,60600.91954,14671.41149,-456.4712644
0.055,0.035,0.04,0.106666667,965.4,1653.933333,515.4666667,37637.16552,18249.53103,-2841.898851
0.055,0.035,0.040166667,0.291,1399.033333,986.6666667,722.5,34366.63218,-4520.431034,-8853.896552
0.055,0.035,0.045,0.032333333,1925.166667,2019.1,386.9,-438130.431,-21381.7069,25642.7
0.055,0.035,0.045,0.106666667,1809,1787.833333,582.1333333,30562.58621,51720.24138,-3920.149425
0.055,0.035,0.045166667,0.291,3281.6,864.8333333,691.3,-709984.0345,-579165.1517,129240.3276
0.055,0.035,0.05,0.032333333,2595.7,1976,431.9666667,-894451.3448,-150009.5621,53907.2069
0.055,0.035,0.05,0.106666667,4130.233333,1257.4,470.1333333,-1909868.303,-672018.2046,225776.0138
0.055,0.035,0.050166667,0.291,5206.133333,622.6,526.3666667,-1421464.669,-1144769.395,236806.0483
0.055,0.035,0.055,0.032333333,5739.533333,1012.033333,294.9666667,-2577556.018,-696455.7747,276491.5184
0.055,0.035,0.055,0.106666667,6620.866667,630.2333333,234.3666667,-2322171.244,-805715.2253,256058.5667
0.055,0.035,0.055166667,0.291,7471.866667,261.8,243.4666667,-773407.7862,-674766.2115,189736.8552
0.055,0.035,0.06,0.032333333,7181.333333,758.5333333,203.2666667,-2418727.632,-605279.2644,257481.3701
0.055,0.035,0.06,0.106666667,7466.8,533.0666667,234.9666667,-1731886.952,-716176.3862,283762.5885
0.055,0.035166667,0.059,0.291,8190.166667,141.2333333,78.36666667,-909388.0402,-355278.2356,75687.08391
0.055,0.04,0.03,0.032333333,405.3333333,1875.033333,277.6666667,38742.09195,6660.08046,2253.873563
0.055,0.04,0.03,0.106666667,444.0333333,1390.6,440.6,40019.25517,12678.25517,11265.62759
0.055,0.04,0.030166667,0.291,746.2,632.8333333,589.4666667,1003.758621,16458.5931,8233.287356
0.055,0.04,0.035,0.032333333,631.1,1974.1,316.3333333,74821.5069,22055.06897,4635.517241
0.055,0.04,0.035,0.106666667,731.4,1465.9,491.7666667,59097.86897,29983.44138,4613.803448
0.055,0.04,0.035166667,0.291,1364.833333,868.1333333,735.7333333,55148.29885,73750.1954,17106.38161
0.055,0.04,0.04,0.032333333,1312.666667,1988.5,333.8666667,-350843.3448,-54232.35632,30250.62069
0.055,0.04,0.04,0.106666667,1800.433333,1660.9,582.8,-356529.9207,-84479.94483,29152.3931
0.055,0.04,0.040166667,0.291,1970.833333,812.5333333,767.1333333,-159351.5287,-153299.1149,33789.37471
0.055,0.04,0.045,0.032333333,2831.866667,1807.2,402.5333333,-1642618.524,-341964.3057,101915.9586
0.055,0.04,0.045,0.106666667,2420.1,1585.033333,625.4333333,-603854.5897,-167425.7,62219.95057
0.055,0.04,0.045166667,0.291,4387.033333,775.1333333,621.5666667,-1086398.384,-943446.8126,200546.3701
0.055,0.04,0.05,0.032333333,3813.833333,1654.7,397.3333333,-1962451.534,-469674.4943,152953.069
0.055,0.04,0.05,0.106666667,5727.3,849.6666667,353.1666667,-2478436.034,-1001743.948,300320.6092
0.055,0.04,0.050166667,0.291,6236.333333,477.7666667,406.6666667,-1284695.264,-1051182.402,239919.4023
0.055,0.04,0.055,0.032333333,7230.666667,724.9666667,201.1333333,-2141631.46,-565550.7471,247667.3149
0.055,0.04,0.055,0.106666667,7335.4,471.6666667,197.6333333,-1849126.414,-742706.6069,243759.5977
0.055,0.04,0.055166667,0.291,8074,158.3,149.5333333,-695355,-603755.0345,141779.1103
0.055,0.04,0.06,0.032333333,8489.666667,148.4,44.63333333,-821772.1379,-169856.6437,58763.01379
0.055,0.04,0.06,0.106666667,9006.166667,55.26666667,40.5,-321032.6322,-176822.0862,49768.58621
0.055,0.040166667,0.059,0.291,8869.1,47.26666667,18.13333333,-419269.0966,-68961.11724,10735.89425
0.055,0.045,0.03,0.032333333,293.5,1690.866667,275.6333333,52191.75862,12154.36207,11507.3977
0.055,0.045,0.03,0.113333333,505.6333333,1293.4,463.6666667,65608.25517,25416.70115,6876.068966
0.055,0.045,0.030333333,0.282,694.7333333,549.1333333,548.9333333,9944.174713,392.4643678,3231.767816
0.055,0.045,0.035,0.034666667,705.7333333,1956.7,351.5666667,57596.91724,2475.708046,-4939.617241
0.055,0.045,0.035,0.113333333,815.9,1523.266667,563.3,680.2,44151.13448,-7132.6
0.055,0.045,0.035333333,0.282,1652.7,803.3333333,715.8,-158902.0345,-110432.3724,15323.34483
0.055,0.045,0.04,0.034666667,1457.866667,2045.466667,418.3,23803.47816,52340.5931,-2551.041379
0.055,0.045,0.04,0.113333333,2254.166667,1505.4,583.8666667,-641174,-254607.9425,70250.33103
0.055,0.045,0.040333333,0.282,3060.766667,826.2666667,723.4333333,-520631.7977,-579575.5506,85279.36322
0.055,0.045,0.045,0.034666667,3406.4,1643.6,406.9,-2206008.283,-483720.1655,156313.131
0.055,0.045,0.045,0.113333333,4174.033333,1188.366667,492.1,-2242813.668,-924951.1759,245402.2379
0.055,0.045,0.045333333,0.282,5314.333333,450.5,489.4333333,-1218547.655,-1289103.322,202758.9483
0.055,0.045,0.05,0.034666667,5041.933333,1252,315.9666667,-3070080.552,-731187.8989,255910.1724
0.055,0.045,0.05,0.113333333,6916.666667,592.1666667,254.4,-1919371.77,-779076.3793,292459.4138
0.055,0.045,0.050333333,0.282,7713.333333,148.5333333,168.0666667,-697531.977,-741891.8506,119714.8598
0.055,0.045,0.055,0.034666667,8712.433333,0.533333333,14.2,-625.8942529,-4689.606897,16.51034483
0.055,0.045,0.055,0.113333333,8467.033333,157.3333333,101.1,-681161.977,-399872.7966,117515.4828
0.055,0.045,0.055333333,0.282,8571.033333,48.8,68.26666667,-219621.131,-252437.1816,38509.08966
0.055,0.045,0.06,0.034666667,8725.066667,167.8666667,53.96666667,-843576.9563,-223615.5494,76122.34023
0.055,0.045,0.06,0.113333333,9001.333333,60.36666667,39.33333333,-236400.8161,-114567.0115,47765.83908
0.055,0.045333333,0.058,0.282,8804.7,104.8666667,28.63333333,-930157.6621,-178409.5966,30991.74253
0.055,0.05,0.03,0.034666667,487.9666667,1820.033333,346.9,26899.58736,12619.20345,4478.003448
0.055,0.05,0.03,0.113333333,584.3333333,1216.266667,494.2,84405.01149,18357.75862,12463.11724
0.055,0.05,0.030333333,0.282,1073.866667,543.3333333,594.7,-34521.4023,31032.88966,-15243.44828
0.055,0.05,0.035,0.034666667,1004.433333,1963.533333,373.5,105365.2782,38858.63793,-383.5517241
0.055,0.05,0.035,0.113333333,1078.966667,1384.066667,595.3,148992.6575,27538.42414,5298.324138
0.055,0.05,0.035333333,0.282,2046.5,783.7666667,704.0666667,-327989.0862,-255185.4138,33818.22299
0.055,0.05,0.04,0.034666667,2063.666667,2000.033333,448.4,-425791.8161,-34706.44828,26201.91724
0.055,0.05,0.04,0.113333333,2626.433333,1466.666667,615.8333333,-854043.8506,-328198.6149,98824.8046
0.055,0.05,0.040333333,0.282,5016.233333,472,470.1333333,-1188547.379,-1138901.101,185406.1034
0.055,0.05,0.045,0.034666667,4684.533333,1315.2,311.1,-2997625.421,-679855.5379,229963.5655
0.055,0.05,0.045,0.113333333,5423,889.7,397.6333333,-2240387.793,-966439,303704.5069
0.055,0.05,0.045333333,0.282,6968.266667,242.3666667,257.7666667,-940203.7908,-965066.9011,185770.8816
0.055,0.05,0.05,0.034666667,6513.966667,826.6,213.9333333,-2935546.669,-724349.7954,251716.9379
0.055,0.05,0.05,0.113333333,7266.8,447.3333333,213.7333333,-1820988.586,-821339.6069,253514.5747
0.055,0.05,0.050333333,0.282,8469.166667,94.26666667,104.4,-417482.7356,-435222.2069,83394.23448
0.055,0.05,0.055,0.034666667,8958.933333,66.5,29.8,-224736.7241,-64453.56552,37017.2069
0.055,0.05,0.055,0.113333333,8748.8,123.4,56.06666667,-631685.7103,-231040.0552,79588.8
0.055,0.05,0.055333333,0.282,9206.5,0.166666667,11.6,-384.0517241,-6895.172414,11.27586207
0.055,0.05,0.06,0.034666667,9305.6,69.5,26.03333333,-413735.8966,-111466.1241,38534.15517
0.055,0.05,0.06,0.113333333,9499.5,0,7.066666667,0,-742.0689655,0
0.055,0.050333333,0.058,0.282,8867,107.1333333,24.43333333,-943032.7586,-144610.6207,25439.83678
0.055,0.055,0.03,0.034666667,601.6,1830.8,372.1333333,33121.1931,10497.98621,-880.0413793
0.055,0.055,0.03,0.113333333,964.8,1358.2,569.9666667,138688.3172,38792.68276,12545.48966
0.055,0.055,0.030333333,0.282,1349.266667,641.9666667,659.8666667,47961.42299,53573.62299,12286.09885
0.055,0.055,0.035,0.034666667,1249.066667,1950.633333,405.2333333,163660.3011,21440.98391,2665.64023
0.055,0.055,0.035,0.113333333,1645.4,1463.066667,637.0333333,-267360.3034,-110996.4276,30780.65287
0.055,0.055,0.035333333,0.282,1919.133333,730.5,785.2333333,107790.0345,51304.07126,-10488.56897
0.055,0.055,0.04,0.034666667,3504.9,1602.166667,390.2,-2116596.017,-491906.8069,175791.4483
0.055,0.055,0.04,0.113333333,3487.333333,1358.1,636,-1167923.069,-600204.6897,164592.8276
0.055,0.055,0.040333333,0.282,5876.933333,293.7666667,371.3,-963969.8092,-1159459.186,169758.4862
0.055,0.055,0.045,0.034666667,6313.6,817.4333333,222.4,-3083599.028,-798052.3862,265631.2345
0.055,0.055,0.045,0.113333333,6151.633333,686.3,305.9666667,-2445444.059,-1062946.668,312660.4241
0.055,0.055,0.045333333,0.282,8084.533333,68.6,98.06666667,-306105.1241,-392296.9333,53917.57931
0.055,0.055,0.05,0.034666667,7592.433333,545.9333333,156.7333333,-2060406.97,-569394.5011,217560.154
0.055,0.055,0.05,0.113333333,8866.6,0.033333333,11.66666667,-31.02068966,-1985.758621,0.528735632
0.055,0.055,0.050333333,0.282,8880.633333,0.333333333,14.23333333,-462.9770115,-6247.083908,36.12643678
0.055,0.055,0.055,0.034666667,9211.433333,18.96666667,17.56666667,-50237.46782,-22073.32299,4423.157471
0.055,0.055,0.055,0.113333333,9326.633333,0,7.866666667,0,-1499.498851,0
0.055,0.055,0.055333333,0.282,9493.966667,0,7.9,0,-988.4862069,0
0.055,0.055,0.06,0.034666667,9535.133333,0,8.066666667,0,-2007.147126,0
0.055,0.055,0.06,0.113333333,9629.333333,0,6.966666667,0,-547.1954023,0
0.055,0.055333333,0.058,0.282,9087.166667,114.0666667,28.8,-1038986.218,-192564.6897,35202.28966
0.055,0.06,0.03,0.034666667,835.8,1884.766667,387.4,126785.0897,19571.70345,124.7862069
0.055,0.06,0.03,0.113333333,755.7333333,1231.2,571.0666667,71324.15862,46885.32874,15524.50345
0.055,0.06,0.030333333,0.282,1552.533333,559.4333333,698.0333333,89828.65747,-3020.673563,3630.157471
0.055,0.06,0.035,0.034666667,2465.166667,1670.766667,422.1333333,-1508480.511,-362270.9885,113230.9977
0.055,0.06,0.035,0.113333333,2247.733333,1312.9,610.7666667,-584938.4069,-283413.7885,102391.3207
0.055,0.06,0.035333333,0.282,3499.2,530.4333333,671.8666667,-561681.469,-748799.1103,125930.9218
0.055,0.06,0.04,0.034666667,3850.433333,1497.766667,377.2,-2402598.999,-558394.3655,189691.2897
0.055,0.06,0.04,0.113333333,4108.633333,1138.733333,565.2666667,-2002989.584,-928270.9678,252628.7287
0.055,0.06,0.040333333,0.282,6023.866667,238.7333333,348.8666667,-815816.8644,-1125904.984,154994.5494
0.055,0.06,0.045,0.034666667,7807.766667,282.9333333,91.93333333,-1525955.844,-420983.0851,143144.4782
0.055,0.06,0.045,0.113333333,7271.333333,438.7333333,220.1333333,-1912966.736,-913729.8736,258093.7264
0.055,0.06,0.045333333,0.282,8364.466667,19.26666667,45.06666667,-138275.5425,-230670.9632,17007.22299
0.055,0.06,0.05,0.034666667,8748.5,135.1666667,47.53333333,-840929.5345,-235151.8621,74070.3908
0.055,0.06,0.05,0.113333333,9079.9,0,9.6,0,-1652.317241,0
0.055,0.06,0.050333333,0.282,9124.7,0,9.133333333,0,-1674.924138,0
0.055,0.06,0.055,0.034666667,9281.2,61.43333333,35.8,-307760.9172,-131761.2,47054.46897
0.055,0.06,0.055,0.113333333,9560.5,0,7.533333333,0,-1538.862069,0
0.055,0.06,0.055333333,0.282,9618.833333,0,6.8,0,-391.7931034,0
0.055,0.06,0.06,0.034666667,9787.166667,0,6.633333333,0,-497.3850575,0
0.055,0.06,0.06,0.113333333,9763.066667,0,5.5,0,-352.5172414,0
0.055333333,0.057333333,0.058,0.282,9158.4,116.6666667,15.93333333,-1077380.414,-85162.52414,15434.3908
0.06,0.02,0.03,0.034666667,112.3,1614.4,148.8666667,9140.427586,3433.006897,2731.158621
0.06,0.02,0.03,0.113333333,130.2,1384.2,260.0666667,24419.16552,6013.986207,5728.572414
0.06,0.02,0.030333333,0.282,156.7333333,838.8666667,394.7333333,14815.85977,9417.822989,7248.032184
0.06,0.02,0.035,0.034666667,161,1763.866667,170.7666667,41758.96552,3939.172414,7453.588506
0.06,0.02,0.035,0.113333333,293.9666667,1570.833333,290.7666667,39204.3046,3048.371264,2482.408046
0.06,0.02,0.035333333,0.282,291.4666667,1015.7,441.1,20597.35172,4987.744828,-7440.313793
0.06,0.02,0.04,0.034666667,414.5,2045.2,210.1333333,37161.51724,3068.655172,-1175.648276
0.06,0.02,0.04,0.113333333,406.3666667,1669.466667,332.1,52453.27126,2806.168966,-3194.6
0.06,0.02,0.040333333,0.282,447.5,1102.566667,475.8333333,20644.74138,3991.637931,-11662.41954
0.06,0.02,0.045,0.034666667,474.1666667,2047.4,219.5,45247.72414,4756.637931,3945
0.06,0.02,0.045,0.113333333,532.4,1768.666667,363.7,42607.62069,5079.641379,-5688.172414
0.06,0.02,0.045333333,0.282,937.3666667,1314.166667,572.0666667,34204.62644,11452.56092,-10646.45977
0.06,0.02,0.05,0.034666667,811.3666667,2170.133333,266.8,22977.74253,16559.45517,-1053.248276
0.06,0.02,0.05,0.113333333,820.7333333,1838.4,403.2333333,23914.66207,26081.09885,-4752.337931
0.06,0.02,0.050333333,0.282,1191.833333,1405.4,642.9666667,84604.86207,22528.64943,-13564.81379
0.06,0.02,0.055,0.034666667,1321.833333,2193.033333,325.7666667,37644.24713,26550.71839,-2126.854023
0.06,0.02,0.055,0.113333333,1498.766667,1839.733333,444.1,-444768.6851,-47651.38966,17718.06207
0.06,0.02,0.055333333,0.282,1636.766667,1441.3,678.3666667,54621.58966,12354.43333,-9598.355172
0.06,0.02,0.06,0.034666667,1701.3,2183.4,372.8333333,16996.28966,16598.67241,-1396
0.06,0.02,0.06,0.113333333,2180.933333,1960.966667,529.3,43552.75632,14394.08966,-10872.95517
