k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.4,0.8,0.2,0.6,6.164,7.418,11.376,25.44,42.5404,120.989,22.8892,30.321,43.4097
0.2,0.4,0.8,0.2,0.8,5.998,6.648,12.312,22.6313,33.6795,133.165,19.2558,32.2712,44.8395
0.2,0.4,0.8,0.2,1.0,5.998,5.936,13.024,24.026,27.3346,144.348,17.6893,33.499,42.0617
0.2,0.4,0.8,0.4,0.2,7.43,9.976,7.552,34.3217,77.5625,69.1376,38.3871,29.2171,32.9892
0.2,0.4,0.8,0.4,0.4,7.486,8.71,8.762,35.8816,53.573,77.6206,32.9428,36.3464,38.2775
0.2,0.4,0.8,0.4,0.6,7.372,7.77,9.816,33.7972,45.5763,88.8719,28.6749,37.9403,40.3664
0.2,0.4,0.8,0.4,0.8,7.492,6.982,10.484,35.9098,35.3363,97.3164,25.8866,41.9798,38.9566
0.2,0.4,0.8,0.4,1.0,7.338,6.204,11.416,32.5649,28.792,109.213,21.995,43.7369,40.0873
0.2,0.4,0.8,0.6,0.2,8.4,10.122,6.436,44.2445,79.8548,44.527,43.1595,30.7491,32.8826
0.2,0.4,0.8,0.6,0.4,8.506,9.192,7.26,44.4188,69.0973,52.1928,39.3856,34.5055,34.3588
0.2,0.4,0.8,0.6,0.6,8.436,8.03,8.492,47.1402,47.3598,61.6332,35.5981,40.4163,37.0233
0.2,0.4,0.8,0.6,0.8,8.698,7.288,8.972,47.3134,38.6063,72.6004,30.6683,44.3442,36.8317
0.2,0.4,0.8,0.6,1.0,8.67,6.54,9.748,45.6083,30.2329,84.3652,28.0764,47.0189,35.9059
0.2,0.4,0.8,0.8,0.2,9.116,10.604,5.238,55.734,85.9391,29.8811,49.1623,30.0385,26.1265
0.2,0.4,0.8,0.8,0.4,9.29,9.352,6.316,52.3746,66.2807,39.3027,44.8156,35.5815,31.7282
0.2,0.4,0.8,0.8,0.6,9.38,8.364,7.214,52.9214,49.0496,48.8419,40.2983,40.7382,34.6614
0.2,0.4,0.8,0.8,0.8,9.618,7.562,7.778,58.5973,45.3328,47.5278,40.7121,40.404,34.2593
0.2,0.4,0.8,0.8,1.0,9.59,6.88,8.488,56.05,34.0257,63.3445,32.3776,47.7436,34.2731
0.2,0.4,0.8,1.0,0.2,9.688,10.71,4.56,61.0047,85.7694,25.7178,51.4604,29.1891,24.2088
0.2,0.4,0.8,1.0,0.4,9.996,9.61,5.352,63.3467,70.9759,29.3107,48.281,31.5866,29.4201
0.2,0.4,0.8,1.0,0.6,10.14,8.644,6.174,66.8461,54.0894,32.5448,46.3746,37.6549,30.3346
0.2,0.4,0.8,1.0,0.8,10.456,7.568,6.934,66.1564,42.7869,42.6189,41.5621,43.2546,30.5065
0.2,0.4,0.8,1.0,1.0,10.4,7.03,7.528,66.6012,37.8488,46.9271,38.2705,46.0369,31.1084
