k1,k2,k3,k4,k5,o1,o2,o3,o4,o5,o6,o7,o8,o9
0.2,0.4,0.4,0.4,0.8,12.7578,5.6238,8.4548,138.728,28.3083,69.9676,53.574,87.0738,37.1125
0.2,0.4,0.4,0.4,1,12.669,4.917,9.2504,133.234,22.9407,83.1911,46.8097,93.7356,36.0338
0.2,0.4,0.4,0.6,0.2,13.795,9.7792,3.2622,161.971,78.5314,14.9404,100.199,40.8709,27.4712
0.2,0.4,0.4,0.6,0.4,14.1414,8.0568,4.6382,168.033,56.8894,24.1693,86.4943,54.5763,30.6457
0.2,0.4,0.4,0.6,0.6,14.327,6.7472,5.7622,173.573,41.4724,33.8688,73.9805,66.7931,31.0313
0.2,0.4,0.4,0.6,0.8,14.412,5.9078,6.5166,171.669,32.0621,44.0977,64.3535,76.7521,31.2421
0.2,0.4,0.4,0.6,1,14.6514,5.116,7.069,182.868,24.6095,47.8358,57.1311,83.1769,28.2975
0.2,0.4,0.4,0.8,0.2,14.435,9.9654,2.436,182.044,84.4843,7.53141,111.057,28.9385,19.2369
0.2,0.4,0.4,0.8,0.4,14.9524,8.216,3.668,194.377,58.3642,14.7059,94.3958,44.5169,23.6256
0.2,0.4,0.4,0.8,0.6,15.3758,6.8792,4.5814,204.269,42.3515,21.2032,81.9642,56.1169,24.2691
0.2,0.4,0.4,0.8,0.8,15.6294,5.9804,5.2266,207.599,33.3063,27.3743,72.6341,65.0114,24.4769
0.2,0.4,0.4,0.8,1,15.861,5.2614,5.714,214.051,26.3799,31.7854,65.0005,71.775,23.3782
0.2,0.4,0.4,1,0.2,14.856,10.0536,1.9268,189.494,86.9693,5.2689,115.259,24.0073,16.1291
0.2,0.4,0.4,1,0.4,15.538,8.3126,2.9858,204.147,62.4138,10.2156,100.574,37.3523,19.9476
0.2,0.4,0.4,1,0.6,15.9428,7.128,3.7656,213.939,47.6852,15.0081,89.604,46.8438,21.4981
0.2,0.4,0.4,1,0.8,16.3806,6.1364,4.3194,227.692,35.9958,18.9676,78.7774,55.3833,20.7734
0.2,0.4,0.4,1,1,16.6684,5.3886,4.7794,232.614,27.0458,24.3508,68.8296,64.8894,20.5378
0.2,0.4,0.6,0.2,0.2,8.9296,10.7226,7.1842,64.2003,92.7778,67.0813,67.2119,53.071,63.9495
0.2,0.4,0.6,0.2,0.4,8.5662,8.6342,9.636,57.2819,62.3373,104.278,50.8357,64.9177,68.5604
0.2,0.4,0.6,0.2,0.6,8.3424,7.1588,11.3352,59.171,45.7371,123.938,43.7996,73.4619,64.5773
0.2,0.4,0.6,0.2,0.8,8.09,6.1574,12.589,54.722,33.9294,151.613,35.8016,79.0608,61.2675
0.2,0.4,0.6,0.2,1,7.9244,5.2956,13.6164,54.4136,26.1735,168.613,31.197,84.112,56.3531
0.2,0.4,0.6,0.4,0.2,10.3916,11.4144,5.0304,92.1115,107.14,31.0437,88.8597,44.5814,47.6733
0.2,0.4,0.6,0.4,0.4,10.5126,9.3602,6.9636,97.1777,72.6718,50.3679,73.9185,60.7834,51.4514
0.2,0.4,0.6,0.4,0.6,10.5118,7.8674,8.4572,96.9633,53.803,68.2026,62.7364,72.101,51.9402
0.2,0.4,0.6,0.4,0.8,10.4924,6.751,9.593,94.2852,39.3889,89.1164,52.4575,81.6297,50.7796
0.2,0.4,0.6,0.4,1,10.4928,5.9088,10.4348,94.9369,31.8248,100.924,46.8471,87.3702,48.2019
0.2,0.4,0.6,0.6,0.2,11.421,11.8402,3.5752,116.313,114.109,15.8967,103.04,35.4743,34.589
0.2,0.4,0.6,0.6,0.4,11.6848,9.81,5.3416,117.273,82.7224,30.0305,88.2556,50.6956,42.2982
0.2,0.4,0.6,0.6,0.6,11.9326,8.3298,6.574,120.806,61.637,42.9479,76.6522,62.7776,44.1369
0.2,0.4,0.6,0.6,0.8,12.062,7.1338,7.6406,124.642,44.6184,57.1045,65.1909,74.7842,43.1045
0.2,0.4,0.6,0.6,1,12.19,6.3518,8.2946,127.109,38.1061,64.077,60.223,79.8086,41.5843
0.2,0.4,0.6,0.8,0.2,11.918,12.1334,2.785,123.608,123.944,9.76833,111.386,28.0256,28.1905
0.2,0.4,0.6,0.8,0.4,12.4294,10.0388,4.3682,137.012,86.3254,19.5977,97.453,43.285,34.0563
0.2,0.4,0.6,0.8,0.6,12.7774,8.6108,5.4482,144.498,63.8249,29.4724,84.9846,56.1526,36.2273
0.2,0.4,0.6,0.8,0.8,13.1182,7.503,6.2152,146.571,52.3497,36.6682,77.6087,63.8331,37.026
0.2,0.4,0.6,0.8,1,13.2834,6.6906,6.8624,147.549,43.8204,43.9639,70.6436,70.9172,37.0346
0.2,0.4,0.6,1,0.2,12.2616,12.3306,2.2442,134.275,126.271,6.6599,117.421,23.0407,22.1973
0.2,0.4,0.6,1,0.4,12.9614,10.2724,3.6026,146.151,92.0794,13.8494,104.383,36.8304,29.0091
0.2,0.4,0.6,1,0.6,13.4804,8.8296,4.5264,159.19,68.0706,20.4854,93.1201,48.375,30.8941
0.2,0.4,0.6,1,0.8,13.8624,7.6804,5.2936,167.012,53.9963,26.4587,84.2691,56.8666,31.3929
0.2,0.4,0.6,1,1,14.1562,6.82,5.8602,173.15,42.2096,33.1677,75.1816,65.7944,31.0226
0.2,0.4,0.8,0.2,0.2,7.536,11.8026,7.4978,47.7563,110.086,71.1406,62.9266,46.8754,71.9689
0.2,0.4,0.8,0.2,0.4,7.1496,9.612,10.0748,44.0424,72.9997,109.897,48.2571,58.7942,75.7412
0.2,0.4,0.8,0.2,0.6,6.8808,7.9212,12.0344,40.8916,53.0816,140.274,39.1604,64.8213,75.1569
0.2,0.4,0.8,0.2,0.8,6.6768,6.7886,13.371,38.2456,41.461,164.982,33.2229,68.7193,71.9758
0.2,0.4,0.8,0.2,1,6.552,5.7982,14.4862,38.0157,30.638,189.038,28.0864,73.5679,65.7621
0.2,0.4,0.8,0.4,0.2,8.8954,12.6934,5.2476,71.8244,130.131,31.9207,85.3434,40.1691,53.8115
