k1,k2,k3,k4,o1,o2,o3
0.06,0.06,0.045,0.126666667,6003.6,607.7,313.4666667
0.06,0.06,0.045666667,0.264,6711.533333,226.2666667,236.7666667
0.06,0.06,0.05,0.039333333,7411.933333,499.7333333,148.3
0.06,0.06,0.05,0.126666667,7840.266667,282.9666667,135.7666667
0.06,0.06,0.050666667,0.264,8763.1,20.03333333,47.63333333
0.06,0.06,0.055,0.039333333,8967.933333,4.166666667,15.06666667
0.06,0.06,0.055,0.126666667,8893.933333,112.1333333,64.26666667
0.06,0.06,0.055666667,0.264,9240,0,8.366666667
0.06,0.06,0.06,0.039333333,9426.7,0,7.166666667
0.06,0.06,0.06,0.126666667,9550.833333,0,8.333333333
0.06,0.06,0.06,0.3,9564.5,0,8.038461538
